Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Регулярный
79.0,155.0,6.0,4.0,1.0,77.0,10.0,1.0,3.9240506329113924,4.0,4.0,5.0,False,False
74.0,2100.0,2.0,2.0,1.0,2027.0,66.0,49.0,56.75675675675676,57.0,60.0,26.0,False,False
36.0,247.0,3.0,2.0,1.0,212.0,20.0,8.0,13.722222222222221,14.0,13.0,8.0,False,False
89.0,594.0,3.0,2.0,1.0,506.0,20.0,6.0,13.348314606741573,14.0,14.0,9.0,False,False
48.0,1076.0,2.0,1.0,1.0,1029.0,47.0,41.0,44.833333333333336,45.0,45.0,32.0,False,False
22.0,74.0,3.0,2.0,1.0,53.0,11.0,3.0,6.7272727272727275,7.0,5.0,6.0,False,False
69.0,2125.0,2.0,2.0,1.0,2057.0,66.0,56.0,61.594202898550726,62.0,61.0,37.0,False,False
17.0,94.0,2.0,2.0,1.0,78.0,14.0,8.0,11.058823529411764,12.0,12.0,9.0,False,False
75.0,1033.0,2.0,2.0,1.0,959.0,35.0,19.0,27.546666666666667,27.0,24.0,13.0,False,False
100.0,2178.0,2.0,2.0,1.0,2079.0,56.0,29.0,43.56,43.0,41.0,19.0,False,False
51.0,648.0,2.0,2.0,1.0,598.0,34.0,17.0,25.41176470588235,25.0,24.0,13.0,False,False
95.0,2944.0,2.0,2.0,1.0,2850.0,71.0,51.0,61.97894736842105,62.0,62.0,27.0,False,False
10.0,27.0,3.0,2.0,1.0,18.0,7.0,3.0,5.4,6.0,5.0,4.0,False,False
76.0,1942.0,2.0,2.0,1.0,1867.0,61.0,41.0,51.10526315789474,52.0,52.0,23.0,False,False
86.0,3226.0,2.0,2.0,1.0,3141.0,80.0,67.0,75.02325581395348,76.0,77.0,38.0,False,False
83.0,1777.0,2.0,2.0,1.0,1695.0,55.0,32.0,42.81927710843374,43.0,43.0,18.0,False,False
32.0,485.0,2.0,1.0,1.0,454.0,31.0,27.0,30.3125,31.0,31.0,26.0,False,False
71.0,1024.0,2.0,2.0,1.0,954.0,46.0,20.0,28.845070422535212,28.0,27.0,15.0,False,False
10.0,37.0,2.0,1.0,1.0,28.0,9.0,6.0,7.4,8.0,6.0,7.0,False,False
15.0,47.0,3.0,2.0,1.0,33.0,9.0,2.0,6.266666666666667,7.0,7.0,5.0,False,False
27.0,302.0,2.0,2.0,1.0,276.0,25.0,18.0,22.37037037037037,23.0,21.0,16.0,False,False
20.0,63.0,3.0,2.0,1.0,44.0,10.0,2.0,6.3,7.0,7.0,6.0,False,False
57.0,742.0,2.0,2.0,1.0,686.0,35.0,17.0,26.035087719298247,25.0,24.0,13.0,False,False
30.0,92.0,3.0,2.0,1.0,63.0,11.0,3.0,6.133333333333334,6.0,5.0,5.0,False,False
69.0,159.0,,,2.0,92.0,10.0,0.0,4.608695652173913,4.0,4.0,6.0,False,False
79.0,2963.0,2.0,1.0,1.0,2885.0,78.0,71.0,75.0126582278481,75.0,77.0,47.0,False,False
34.0,425.0,2.0,2.0,1.0,392.0,28.0,19.0,25.0,25.0,25.0,16.0,False,False
55.0,1481.0,2.0,1.0,1.0,1427.0,54.0,53.0,53.85454545454545,54.0,54.0,51.0,False,False
44.0,749.0,2.0,2.0,1.0,706.0,38.0,28.0,34.04545454545455,34.0,34.0,19.0,False,False
48.0,348.0,3.0,2.0,1.0,301.0,20.0,9.0,14.5,14.0,14.0,9.0,False,False
8.0,25.0,2.0,1.0,1.0,18.0,7.0,5.0,6.25,7.0,7.0,7.0,False,False
96.0,475.0,4.0,3.0,1.0,380.0,17.0,3.0,9.895833333333334,10.0,9.0,8.0,False,False
52.0,623.0,2.0,2.0,1.0,572.0,31.0,15.0,23.96153846153846,24.0,24.0,12.0,False,False
84.0,1845.0,2.0,2.0,1.0,1762.0,56.0,32.0,43.92857142857143,44.0,45.0,19.0,False,False
16.0,63.0,3.0,2.0,1.0,48.0,12.0,4.0,7.875,8.0,6.0,5.0,False,False
43.0,347.0,3.0,2.0,1.0,305.0,25.0,11.0,16.13953488372093,16.0,15.0,9.0,False,False
29.0,147.0,2.0,2.0,1.0,119.0,19.0,7.0,10.137931034482758,9.0,8.0,7.0,False,False
61.0,1753.0,2.0,1.0,1.0,1693.0,60.0,53.0,57.47540983606557,58.0,57.0,36.0,False,False
85.0,1549.0,2.0,2.0,1.0,1465.0,48.0,21.0,36.44705882352941,36.0,33.0,17.0,False,False
64.0,508.0,3.0,2.0,1.0,445.0,27.0,7.0,15.875,16.0,17.0,9.0,False,False
30.0,379.0,2.0,1.0,1.0,350.0,29.0,20.0,25.266666666666666,26.0,26.0,16.0,False,False
71.0,1597.0,2.0,2.0,1.0,1527.0,54.0,35.0,44.985915492957744,45.0,45.0,21.0,False,False
55.0,54.0,,,7.0,6.0,5.0,0.0,1.9636363636363636,2.0,1.0,3.0,False,False
66.0,1269.0,2.0,2.0,1.0,1204.0,46.0,28.0,38.45454545454545,39.0,40.0,18.0,False,False
69.0,586.0,3.0,2.0,1.0,518.0,24.0,9.0,16.985507246376812,17.0,17.0,10.0,False,False
16.0,43.0,3.0,2.0,1.0,28.0,8.0,3.0,5.375,6.0,6.0,5.0,False,False
56.0,1127.0,2.0,2.0,1.0,1072.0,46.0,33.0,40.25,41.0,42.0,21.0,False,False
87.0,773.0,3.0,2.0,1.0,687.0,26.0,11.0,17.770114942528735,18.0,17.0,10.0,False,False
23.0,132.0,2.0,2.0,1.0,110.0,15.0,8.0,11.478260869565217,11.0,11.0,8.0,False,False
82.0,1726.0,2.0,2.0,1.0,1645.0,55.0,32.0,42.09756097560975,42.0,43.0,20.0,False,False
97.0,294.0,5.0,4.0,1.0,198.0,13.0,2.0,6.061855670103093,6.0,6.0,5.0,False,False
50.0,686.0,2.0,2.0,1.0,637.0,35.0,22.0,27.44,27.0,26.0,14.0,False,False
83.0,1179.0,2.0,2.0,1.0,1097.0,40.0,19.0,28.40963855421687,28.0,27.0,14.0,False,False
38.0,377.0,2.0,2.0,1.0,340.0,26.0,16.0,19.842105263157894,20.0,21.0,12.0,False,False
72.0,630.0,3.0,2.0,1.0,559.0,25.0,11.0,17.5,17.0,15.0,10.0,False,False
17.0,118.0,2.0,2.0,1.0,102.0,15.0,12.0,13.882352941176471,14.0,14.0,10.0,False,False
81.0,421.0,3.0,3.0,1.0,341.0,16.0,5.0,10.395061728395062,10.0,9.0,7.0,False,False
82.0,2588.0,2.0,2.0,1.0,2507.0,70.0,52.0,63.1219512195122,64.0,64.0,31.0,False,False
59.0,277.0,3.0,2.0,1.0,219.0,15.0,3.0,9.389830508474576,9.0,9.0,7.0,False,False
54.0,1358.0,2.0,1.0,1.0,1305.0,53.0,45.0,50.2962962962963,50.0,51.0,33.0,False,False
24.0,108.0,2.0,2.0,1.0,85.0,13.0,6.0,9.0,9.0,10.0,7.0,False,False
42.0,856.0,2.0,1.0,1.0,815.0,41.0,38.0,40.76190476190476,41.0,41.0,39.0,False,False
76.0,1113.0,2.0,2.0,1.0,1038.0,39.0,21.0,29.289473684210527,30.0,31.0,14.0,False,False
27.0,305.0,2.0,2.0,1.0,279.0,24.0,20.0,22.59259259259259,23.0,24.0,13.0,False,False
97.0,2184.0,2.0,2.0,1.0,2088.0,58.0,34.0,45.03092783505155,45.0,48.0,20.0,False,False
28.0,163.0,2.0,2.0,1.0,136.0,20.0,6.0,11.642857142857142,12.0,12.0,7.0,False,False
56.0,542.0,2.0,2.0,1.0,487.0,29.0,12.0,19.357142857142858,19.0,18.0,11.0,False,False
61.0,1263.0,2.0,2.0,1.0,1203.0,52.0,32.0,41.40983606557377,42.0,42.0,20.0,False,False
22.0,109.0,2.0,2.0,1.0,88.0,14.0,5.0,9.909090909090908,10.0,9.0,7.0,False,False
86.0,1465.0,2.0,2.0,1.0,1380.0,44.0,27.0,34.06976744186046,33.0,33.0,16.0,False,False
10.0,40.0,2.0,1.0,1.0,31.0,9.0,7.0,8.0,8.0,8.0,7.0,False,False
22.0,188.0,2.0,1.0,1.0,167.0,21.0,13.0,17.09090909090909,17.0,18.0,12.0,False,False
95.0,1507.0,2.0,2.0,1.0,1413.0,42.0,20.0,31.726315789473684,32.0,33.0,16.0,False,False
57.0,1052.0,2.0,2.0,1.0,996.0,45.0,27.0,36.91228070175438,36.0,36.0,19.0,False,False
70.0,2408.0,2.0,1.0,1.0,2339.0,69.0,67.0,68.8,69.0,69.0,66.0,False,False
24.0,246.0,2.0,1.0,1.0,223.0,23.0,19.0,20.5,20.0,20.0,15.0,False,False
39.0,479.0,2.0,2.0,1.0,441.0,33.0,18.0,24.564102564102566,24.0,20.0,14.0,False,False
56.0,902.0,2.0,2.0,1.0,847.0,42.0,25.0,32.214285714285715,32.0,32.0,16.0,False,False
85.0,816.0,3.0,2.0,1.0,732.0,28.0,11.0,19.2,19.0,18.0,11.0,False,False
99.0,785.0,3.0,2.0,1.0,687.0,23.0,7.0,15.858585858585858,15.0,15.0,9.0,False,False
35.0,585.0,2.0,1.0,1.0,551.0,34.0,32.0,33.42857142857143,34.0,34.0,28.0,False,False
61.0,185.0,5.0,3.0,1.0,125.0,14.0,1.0,6.065573770491803,6.0,6.0,6.0,False,False
16.0,91.0,2.0,2.0,1.0,76.0,14.0,9.0,11.375,11.0,10.0,7.0,False,False
64.0,561.0,3.0,2.0,1.0,498.0,23.0,11.0,17.53125,18.0,16.0,9.0,False,False
97.0,1675.0,2.0,2.0,1.0,1579.0,44.0,24.0,34.5360824742268,35.0,35.0,16.0,False,False
70.0,467.0,3.0,2.0,1.0,398.0,20.0,6.0,13.342857142857143,13.0,12.0,8.0,False,False
52.0,1062.0,2.0,2.0,1.0,1011.0,46.0,35.0,40.84615384615385,41.0,40.0,22.0,False,False
34.0,341.0,2.0,2.0,1.0,308.0,25.0,15.0,20.058823529411764,20.0,18.0,12.0,False,False
9.0,29.0,2.0,1.0,1.0,21.0,8.0,5.0,6.444444444444445,7.0,5.0,6.0,False,False
91.0,2854.0,2.0,2.0,1.0,2764.0,75.0,53.0,62.72527472527472,63.0,64.0,28.0,False,False
65.0,1517.0,2.0,2.0,1.0,1453.0,56.0,37.0,46.676923076923075,47.0,48.0,23.0,False,False
79.0,1563.0,2.0,2.0,1.0,1485.0,49.0,29.0,39.56962025316456,39.0,37.0,18.0,False,False
73.0,1172.0,2.0,2.0,1.0,1100.0,41.0,21.0,32.10958904109589,32.0,34.0,16.0,False,False
37.0,611.0,2.0,1.0,1.0,575.0,36.0,29.0,33.027027027027025,33.0,33.0,21.0,False,False
60.0,638.0,3.0,2.0,1.0,579.0,29.0,8.0,21.266666666666666,21.0,23.0,12.0,False,False
100.0,560.0,3.0,3.0,1.0,461.0,18.0,4.0,11.2,11.0,11.0,7.0,False,False
87.0,2209.0,2.0,2.0,1.0,2123.0,63.0,41.0,50.7816091954023,51.0,51.0,23.0,False,False
59.0,414.0,3.0,2.0,1.0,356.0,22.0,6.0,14.033898305084746,14.0,17.0,9.0,False,False
50.0,616.0,2.0,2.0,1.0,567.0,32.0,14.0,24.64,24.0,23.0,13.0,False,False
25.0,49.0,5.0,3.0,1.0,25.0,8.0,1.0,3.92,4.0,3.0,5.0,False,False
93.0,2463.0,2.0,2.0,1.0,2371.0,64.0,34.0,52.96774193548387,53.0,55.0,23.0,False,False
37.0,387.0,2.0,2.0,1.0,351.0,27.0,15.0,20.91891891891892,21.0,20.0,12.0,False,False
62.0,217.0,4.0,3.0,1.0,156.0,13.0,2.0,7.0,7.0,6.0,6.0,False,False
85.0,1835.0,2.0,2.0,1.0,1751.0,55.0,31.0,43.1764705882353,43.0,42.0,20.0,False,False
33.0,129.0,3.0,2.0,1.0,97.0,13.0,4.0,7.818181818181818,7.0,6.0,6.0,False,False
86.0,409.0,4.0,3.0,1.0,324.0,16.0,4.0,9.511627906976743,9.0,7.0,6.0,False,False
46.0,815.0,2.0,2.0,1.0,770.0,41.0,31.0,35.43478260869565,35.0,34.0,20.0,False,False
41.0,406.0,2.0,2.0,1.0,366.0,25.0,15.0,19.804878048780488,20.0,23.0,11.0,False,False
79.0,1977.0,2.0,2.0,1.0,1899.0,62.0,41.0,50.050632911392405,50.0,50.0,21.0,False,False
31.0,354.0,2.0,2.0,1.0,324.0,27.0,17.0,22.838709677419356,23.0,22.0,13.0,False,False
89.0,2636.0,2.0,2.0,1.0,2548.0,69.0,51.0,59.235955056179776,59.0,58.0,27.0,False,False
74.0,2547.0,2.0,1.0,1.0,2474.0,73.0,63.0,68.83783783783784,69.0,69.0,43.0,False,False
78.0,1449.0,2.0,2.0,1.0,1372.0,52.0,28.0,37.15384615384615,36.0,36.0,17.0,False,False
73.0,302.0,4.0,3.0,1.0,230.0,15.0,3.0,8.273972602739725,8.0,9.0,6.0,False,False
59.0,1508.0,2.0,2.0,1.0,1450.0,55.0,46.0,51.11864406779661,51.0,49.0,28.0,False,False
21.0,43.0,3.0,3.0,1.0,23.0,7.0,2.0,4.095238095238095,4.0,3.0,4.0,False,False
56.0,411.0,3.0,2.0,1.0,356.0,21.0,10.0,14.678571428571429,15.0,16.0,7.0,False,False
57.0,1126.0,2.0,2.0,1.0,1070.0,45.0,32.0,39.50877192982456,40.0,41.0,22.0,False,False
96.0,3135.0,2.0,2.0,1.0,3040.0,75.0,52.0,65.3125,65.0,64.0,28.0,False,False
57.0,1240.0,2.0,2.0,1.0,1184.0,51.0,37.0,43.50877192982456,43.0,43.0,23.0,False,False
93.0,1204.0,3.0,2.0,1.0,1112.0,39.0,18.0,25.892473118279568,26.0,28.0,13.0,False,False
69.0,2118.0,2.0,2.0,1.0,2050.0,66.0,56.0,61.391304347826086,62.0,62.0,35.0,False,False
70.0,227.0,4.0,3.0,1.0,158.0,11.0,2.0,6.485714285714286,6.0,6.0,5.0,False,False
79.0,2331.0,2.0,2.0,1.0,2253.0,67.0,51.0,59.0126582278481,59.0,59.0,29.0,False,False
52.0,669.0,2.0,2.0,1.0,618.0,34.0,14.0,25.73076923076923,26.0,27.0,14.0,False,False
86.0,856.0,3.0,2.0,1.0,771.0,31.0,11.0,19.906976744186046,20.0,20.0,11.0,False,False
53.0,427.0,3.0,2.0,1.0,375.0,25.0,8.0,16.11320754716981,16.0,18.0,9.0,False,False
24.0,91.0,3.0,2.0,1.0,68.0,12.0,4.0,7.583333333333333,8.0,8.0,6.0,False,False
57.0,750.0,2.0,2.0,1.0,694.0,32.0,18.0,26.31578947368421,27.0,29.0,14.0,False,False
17.0,48.0,3.0,2.0,1.0,32.0,8.0,2.0,5.647058823529412,6.0,6.0,4.0,False,False
93.0,3639.0,2.0,2.0,1.0,3547.0,86.0,67.0,78.25806451612904,78.0,76.0,38.0,False,False
35.0,67.0,5.0,3.0,1.0,33.0,7.0,1.0,3.8285714285714287,4.0,4.0,4.0,False,False
38.0,405.0,2.0,2.0,1.0,368.0,27.0,16.0,21.31578947368421,21.0,23.0,13.0,False,False
35.0,220.0,3.0,2.0,1.0,186.0,21.0,7.0,12.571428571428571,13.0,15.0,8.0,False,False
9.0,34.0,2.0,1.0,1.0,26.0,8.0,7.0,7.555555555555555,8.0,8.0,7.0,False,False
19.0,136.0,2.0,2.0,1.0,118.0,17.0,9.0,14.31578947368421,15.0,15.0,10.0,False,False
73.0,178.0,6.0,4.0,1.0,106.0,10.0,1.0,4.876712328767123,5.0,5.0,5.0,False,False
79.0,1713.0,2.0,2.0,1.0,1635.0,52.0,32.0,43.36708860759494,43.0,44.0,20.0,False,False
54.0,257.0,3.0,3.0,1.0,204.0,17.0,4.0,9.518518518518519,10.0,8.0,7.0,False,False
34.0,458.0,2.0,2.0,1.0,425.0,31.0,22.0,26.941176470588236,27.0,26.0,16.0,False,False
88.0,2811.0,2.0,2.0,1.0,2724.0,73.0,52.0,63.88636363636363,64.0,64.0,28.0,False,False
38.0,189.0,3.0,2.0,1.0,152.0,13.0,6.0,9.947368421052632,11.0,11.0,7.0,False,False
99.0,3244.0,2.0,2.0,1.0,3146.0,78.0,56.0,65.53535353535354,65.0,65.0,26.0,False,False
89.0,2452.0,2.0,2.0,1.0,2364.0,66.0,46.0,55.10112359550562,55.0,52.0,24.0,False,False
93.0,73.0,,,26.0,6.0,4.0,0.0,1.5698924731182795,1.0,1.0,3.0,False,False
95.0,2230.0,2.0,2.0,1.0,2136.0,58.0,36.0,46.94736842105263,47.0,47.0,20.0,False,False
72.0,1330.0,2.0,2.0,1.0,1259.0,51.0,29.0,36.94444444444444,36.0,36.0,16.0,False,False
93.0,3585.0,2.0,2.0,1.0,3493.0,86.0,67.0,77.09677419354838,77.0,78.0,37.0,False,False
50.0,1007.0,2.0,2.0,1.0,958.0,47.0,37.0,40.28,40.0,39.0,21.0,False,False
15.0,102.0,2.0,1.0,1.0,88.0,14.0,13.0,13.6,14.0,14.0,12.0,False,False
82.0,505.0,3.0,3.0,1.0,424.0,22.0,5.0,12.317073170731707,12.0,12.0,8.0,False,False
12.0,29.0,2.0,2.0,1.0,18.0,6.0,3.0,4.833333333333333,5.0,6.0,5.0,False,False
13.0,48.0,2.0,2.0,1.0,36.0,11.0,4.0,7.384615384615385,7.0,7.0,6.0,False,False
54.0,1256.0,2.0,2.0,1.0,1203.0,52.0,39.0,46.51851851851852,46.0,46.0,26.0,False,False
21.0,27.0,6.0,4.0,1.0,7.0,5.0,1.0,2.5714285714285716,3.0,3.0,4.0,False,False
15.0,33.0,4.0,2.0,1.0,19.0,7.0,1.0,4.4,4.0,4.0,4.0,False,False
38.0,655.0,2.0,1.0,1.0,618.0,37.0,32.0,34.473684210526315,35.0,35.0,25.0,False,False
75.0,162.0,,,2.0,89.0,12.0,0.0,4.32,4.0,5.0,5.0,False,False
49.0,1156.0,2.0,1.0,1.0,1108.0,48.0,45.0,47.183673469387756,47.0,47.0,35.0,False,False
20.0,68.0,3.0,2.0,1.0,49.0,10.0,3.0,6.8,8.0,8.0,6.0,False,False
39.0,647.0,2.0,2.0,1.0,609.0,37.0,29.0,33.17948717948718,34.0,34.0,21.0,False,False
56.0,717.0,2.0,2.0,1.0,662.0,33.0,19.0,25.607142857142858,25.0,24.0,13.0,False,False
73.0,1364.0,2.0,2.0,1.0,1292.0,48.0,28.0,37.36986301369863,37.0,36.0,17.0,False,False
45.0,389.0,2.0,2.0,1.0,345.0,23.0,11.0,17.288888888888888,17.0,15.0,11.0,False,False
42.0,67.0,,,2.0,27.0,7.0,0.0,3.1904761904761907,3.0,2.0,4.0,False,False
47.0,592.0,2.0,2.0,1.0,546.0,34.0,17.0,25.19148936170213,25.0,23.0,14.0,False,False
90.0,2021.0,2.0,2.0,1.0,1932.0,57.0,31.0,44.91111111111111,45.0,43.0,21.0,False,False
33.0,174.0,3.0,2.0,1.0,142.0,16.0,5.0,10.545454545454545,10.0,13.0,7.0,False,False
27.0,81.0,4.0,2.0,1.0,55.0,12.0,2.0,6.0,6.0,6.0,6.0,False,False
58.0,721.0,2.0,2.0,1.0,664.0,32.0,18.0,24.862068965517242,25.0,25.0,12.0,False,False
9.0,26.0,2.0,2.0,1.0,18.0,7.0,4.0,5.777777777777778,6.0,7.0,5.0,False,False
42.0,798.0,2.0,1.0,1.0,757.0,41.0,34.0,38.0,38.0,38.0,26.0,False,False
33.0,473.0,2.0,1.0,1.0,441.0,32.0,24.0,28.666666666666668,29.0,30.0,19.0,False,False
26.0,79.0,4.0,2.0,1.0,54.0,10.0,2.0,6.076923076923077,6.0,4.0,6.0,False,False
37.0,523.0,2.0,2.0,1.0,487.0,32.0,22.0,28.27027027027027,28.0,28.0,18.0,False,False
67.0,1783.0,2.0,2.0,1.0,1717.0,61.0,47.0,53.223880597014926,53.0,52.0,24.0,False,False
22.0,221.0,2.0,1.0,1.0,200.0,21.0,18.0,20.09090909090909,20.0,20.0,17.0,False,False
83.0,737.0,3.0,2.0,1.0,655.0,25.0,11.0,17.759036144578314,18.0,17.0,10.0,False,False
71.0,2290.0,2.0,1.0,1.0,2220.0,70.0,59.0,64.50704225352112,65.0,65.0,37.0,False,False
12.0,53.0,2.0,2.0,1.0,42.0,10.0,7.0,8.833333333333334,9.0,8.0,7.0,False,False
64.0,1130.0,2.0,2.0,1.0,1067.0,47.0,21.0,35.3125,35.0,34.0,16.0,False,False
27.0,193.0,2.0,2.0,1.0,167.0,20.0,8.0,14.296296296296296,14.0,14.0,8.0,False,False
87.0,2912.0,2.0,2.0,1.0,2826.0,76.0,57.0,66.94252873563218,67.0,67.0,31.0,False,False
53.0,268.0,3.0,2.0,1.0,216.0,18.0,3.0,10.11320754716981,10.0,9.0,8.0,False,False
97.0,830.0,3.0,2.0,1.0,734.0,27.0,8.0,17.11340206185567,17.0,18.0,10.0,False,False
55.0,1083.0,2.0,2.0,1.0,1029.0,47.0,29.0,39.38181818181818,40.0,40.0,22.0,False,False
47.0,280.0,3.0,2.0,1.0,234.0,21.0,7.0,11.914893617021276,11.0,14.0,7.0,False,False
88.0,2922.0,2.0,2.0,1.0,2835.0,75.0,56.0,66.4090909090909,67.0,68.0,33.0,False,False
72.0,988.0,2.0,2.0,1.0,917.0,38.0,16.0,27.444444444444443,27.0,26.0,14.0,False,False
96.0,733.0,3.0,2.0,1.0,638.0,24.0,8.0,15.270833333333334,15.0,15.0,10.0,False,False
31.0,334.0,2.0,2.0,1.0,304.0,26.0,18.0,21.548387096774192,22.0,22.0,12.0,False,False
27.0,166.0,2.0,2.0,1.0,140.0,18.0,9.0,12.296296296296296,12.0,11.0,9.0,False,False
45.0,258.0,3.0,2.0,1.0,214.0,17.0,6.0,11.466666666666667,11.0,11.0,7.0,False,False
71.0,2419.0,2.0,1.0,1.0,2349.0,70.0,63.0,68.14084507042253,68.0,69.0,48.0,False,False
51.0,181.0,4.0,3.0,1.0,131.0,12.0,3.0,7.098039215686274,7.0,6.0,6.0,False,False
86.0,2051.0,2.0,2.0,1.0,1966.0,61.0,35.0,47.69767441860465,48.0,48.0,21.0,False,False
83.0,2334.0,2.0,2.0,1.0,2252.0,68.0,46.0,56.24096385542169,56.0,51.0,25.0,False,False
36.0,412.0,2.0,2.0,1.0,377.0,27.0,18.0,22.88888888888889,23.0,22.0,12.0,False,False
88.0,2150.0,2.0,2.0,1.0,2063.0,61.0,34.0,48.86363636363637,49.0,51.0,21.0,False,False
51.0,621.0,2.0,2.0,1.0,571.0,34.0,15.0,24.352941176470587,24.0,25.0,13.0,False,False
98.0,1245.0,3.0,2.0,1.0,1148.0,39.0,17.0,25.408163265306122,25.0,25.0,12.0,False,False
81.0,2143.0,2.0,2.0,1.0,2063.0,62.0,44.0,52.91358024691358,53.0,51.0,24.0,False,False
85.0,207.0,6.0,4.0,1.0,123.0,9.0,1.0,4.870588235294117,5.0,4.0,5.0,False,False
55.0,1064.0,2.0,2.0,1.0,1010.0,45.0,30.0,38.69090909090909,39.0,38.0,20.0,False,False
99.0,4549.0,2.0,2.0,1.0,4451.0,97.0,85.0,91.8989898989899,92.0,92.0,54.0,False,False
77.0,2530.0,2.0,2.0,1.0,2454.0,72.0,59.0,65.71428571428571,66.0,66.0,34.0,False,False
26.0,289.0,2.0,1.0,1.0,264.0,25.0,20.0,22.23076923076923,22.0,22.0,14.0,False,False
48.0,1039.0,2.0,2.0,1.0,992.0,46.0,39.0,43.291666666666664,43.0,43.0,27.0,False,False
85.0,3456.0,2.0,1.0,1.0,3372.0,84.0,76.0,81.31764705882352,82.0,82.0,52.0,False,False
69.0,720.0,3.0,2.0,1.0,652.0,30.0,12.0,20.869565217391305,21.0,19.0,11.0,False,False
70.0,710.0,3.0,2.0,1.0,641.0,31.0,10.0,20.285714285714285,21.0,22.0,11.0,False,False
96.0,1289.0,3.0,2.0,1.0,1194.0,41.0,14.0,26.854166666666668,27.0,26.0,14.0,False,False
65.0,1693.0,2.0,2.0,1.0,1629.0,59.0,44.0,52.09230769230769,52.0,52.0,26.0,False,False
50.0,1064.0,2.0,2.0,1.0,1015.0,46.0,37.0,42.56,43.0,44.0,26.0,False,False
80.0,208.0,6.0,4.0,1.0,129.0,11.0,1.0,5.2,5.0,4.0,5.0,False,False
37.0,495.0,2.0,2.0,1.0,459.0,32.0,21.0,26.756756756756758,27.0,27.0,16.0,False,False
96.0,1809.0,2.0,2.0,1.0,1714.0,50.0,26.0,37.6875,37.0,35.0,18.0,False,False
90.0,763.0,3.0,2.0,1.0,674.0,27.0,10.0,16.955555555555556,17.0,16.0,10.0,False,False
96.0,1878.0,2.0,2.0,1.0,1783.0,54.0,28.0,39.125,39.0,37.0,17.0,False,False
99.0,2296.0,2.0,2.0,1.0,2198.0,59.0,32.0,46.38383838383838,46.0,45.0,21.0,False,False
74.0,597.0,3.0,2.0,1.0,524.0,25.0,8.0,16.135135135135137,16.0,18.0,10.0,False,False
50.0,800.0,2.0,2.0,1.0,751.0,39.0,25.0,32.0,32.0,29.0,18.0,False,False
77.0,1268.0,2.0,2.0,1.0,1192.0,43.0,24.0,32.935064935064936,34.0,34.0,16.0,False,False
90.0,1257.0,3.0,2.0,1.0,1168.0,39.0,13.0,27.933333333333334,28.0,29.0,13.0,False,False
64.0,766.0,2.0,2.0,1.0,703.0,32.0,16.0,23.9375,24.0,23.0,12.0,False,False
89.0,2372.0,2.0,2.0,1.0,2284.0,64.0,43.0,53.30337078651685,53.0,52.0,22.0,False,False
76.0,191.0,6.0,4.0,1.0,116.0,10.0,1.0,5.026315789473684,5.0,5.0,5.0,False,False
83.0,2074.0,2.0,2.0,1.0,1992.0,61.0,40.0,49.975903614457835,50.0,50.0,23.0,False,False
55.0,891.0,2.0,2.0,1.0,837.0,41.0,25.0,32.4,32.0,32.0,15.0,False,False
17.0,104.0,2.0,1.0,1.0,88.0,16.0,10.0,12.235294117647058,12.0,12.0,9.0,False,False
95.0,1097.0,3.0,2.0,1.0,1003.0,33.0,14.0,23.094736842105263,23.0,23.0,12.0,False,False
38.0,150.0,4.0,2.0,1.0,113.0,16.0,3.0,7.894736842105263,8.0,8.0,7.0,False,False
21.0,106.0,2.0,2.0,1.0,86.0,17.0,7.0,10.095238095238095,10.0,8.0,8.0,False,False
48.0,727.0,2.0,2.0,1.0,680.0,38.0,23.0,30.291666666666668,30.0,30.0,16.0,False,False
72.0,952.0,2.0,2.0,1.0,881.0,37.0,18.0,26.444444444444443,26.0,26.0,13.0,False,False
70.0,1775.0,2.0,2.0,1.0,1706.0,56.0,43.0,50.714285714285715,51.0,53.0,26.0,False,False
52.0,1265.0,2.0,1.0,1.0,1214.0,51.0,45.0,48.65384615384615,49.0,48.0,33.0,False,False
27.0,140.0,3.0,2.0,1.0,114.0,14.0,2.0,10.37037037037037,11.0,12.0,7.0,False,False
100.0,3495.0,2.0,2.0,1.0,3396.0,80.0,58.0,69.9,70.0,69.0,32.0,False,False
20.0,99.0,2.0,2.0,1.0,80.0,14.0,6.0,9.9,11.0,12.0,7.0,False,False
28.0,179.0,2.0,2.0,1.0,152.0,18.0,7.0,12.785714285714286,13.0,14.0,8.0,False,False
98.0,602.0,3.0,3.0,1.0,505.0,19.0,6.0,12.285714285714286,12.0,11.0,8.0,False,False
25.0,276.0,2.0,1.0,1.0,252.0,24.0,20.0,22.08,22.0,23.0,15.0,False,False
85.0,767.0,3.0,2.0,1.0,683.0,34.0,9.0,18.04705882352941,18.0,18.0,11.0,False,False
47.0,126.0,5.0,3.0,1.0,80.0,11.0,1.0,5.361702127659575,5.0,4.0,6.0,False,False
50.0,396.0,3.0,2.0,1.0,347.0,25.0,9.0,15.84,16.0,17.0,10.0,False,False
45.0,184.0,4.0,3.0,1.0,140.0,14.0,3.0,8.177777777777777,8.0,9.0,6.0,False,False
22.0,72.0,3.0,2.0,1.0,51.0,10.0,2.0,6.545454545454546,7.0,7.0,4.0,False,False
