Число вершин,Число рёбер,Диаметр,Радиус,Число компонент связности,Цикломатическое число,Максимальная степень вершины,Минимальная степень вершины,Среднее значение степеней вершин,Медиана значений степеней вершин,Мода значений степеней вершин,Хроматическое число,Планарность,Регулярный
54.0,1136.0,2.0,2.0,1.0,1083.0,49.0,35.0,42.074074074074076,42.0,42.0,23.0,False,False
86.0,414.0,4.0,3.0,1.0,329.0,19.0,3.0,9.627906976744185,10.0,8.0,8.0,False,False
58.0,940.0,2.0,2.0,1.0,883.0,41.0,24.0,32.41379310344828,33.0,35.0,16.0,False,False
82.0,1758.0,2.0,2.0,1.0,1677.0,51.0,31.0,42.8780487804878,43.0,44.0,20.0,False,False
80.0,2892.0,2.0,2.0,1.0,2813.0,77.0,66.0,72.3,72.0,72.0,43.0,False,False
16.0,71.0,2.0,2.0,1.0,56.0,12.0,6.0,8.875,9.0,11.0,6.0,False,False
35.0,93.0,4.0,3.0,1.0,59.0,10.0,1.0,5.314285714285714,5.0,5.0,5.0,False,False
75.0,213.0,5.0,3.0,1.0,139.0,13.0,1.0,5.68,5.0,6.0,6.0,False,False
71.0,841.0,2.0,2.0,1.0,771.0,34.0,16.0,23.690140845070424,24.0,21.0,12.0,False,False
83.0,2108.0,2.0,2.0,1.0,2026.0,61.0,38.0,50.795180722891565,51.0,49.0,24.0,False,False
69.0,2148.0,2.0,1.0,1.0,2080.0,68.0,56.0,62.26086956521739,62.0,64.0,36.0,False,False
65.0,55.0,,,17.0,7.0,5.0,0.0,1.6923076923076923,1.0,1.0,3.0,False,False
55.0,594.0,2.0,2.0,1.0,540.0,31.0,15.0,21.6,22.0,22.0,11.0,False,False
39.0,263.0,3.0,2.0,1.0,225.0,20.0,7.0,13.487179487179487,13.0,13.0,8.0,False,False
87.0,778.0,3.0,2.0,1.0,692.0,31.0,10.0,17.885057471264368,18.0,18.0,10.0,False,False
89.0,1754.0,2.0,2.0,1.0,1666.0,49.0,30.0,39.41573033707865,39.0,37.0,18.0,False,False
24.0,258.0,2.0,1.0,1.0,235.0,23.0,19.0,21.5,22.0,22.0,17.0,False,False
85.0,2958.0,2.0,2.0,1.0,2874.0,76.0,62.0,69.6,70.0,68.0,37.0,False,False
83.0,1924.0,2.0,2.0,1.0,1842.0,56.0,34.0,46.36144578313253,47.0,47.0,22.0,False,False
47.0,935.0,2.0,2.0,1.0,889.0,43.0,36.0,39.787234042553195,40.0,39.0,23.0,False,False
52.0,676.0,2.0,2.0,1.0,625.0,33.0,17.0,26.0,26.0,27.0,14.0,False,False
42.0,463.0,2.0,2.0,1.0,422.0,29.0,15.0,22.047619047619047,22.0,23.0,13.0,False,False
31.0,245.0,2.0,2.0,1.0,215.0,20.0,11.0,15.806451612903226,15.0,17.0,9.0,False,False
62.0,1519.0,2.0,2.0,1.0,1458.0,56.0,36.0,49.0,49.0,49.0,25.0,False,False
63.0,1764.0,2.0,2.0,1.0,1702.0,61.0,51.0,56.0,56.0,57.0,33.0,False,False
46.0,815.0,2.0,2.0,1.0,770.0,42.0,29.0,35.43478260869565,36.0,35.0,19.0,False,False
55.0,1442.0,2.0,1.0,1.0,1388.0,54.0,49.0,52.43636363636364,53.0,53.0,37.0,False,False
15.0,95.0,2.0,1.0,1.0,81.0,14.0,11.0,12.666666666666666,13.0,14.0,10.0,False,False
17.0,105.0,2.0,1.0,1.0,89.0,16.0,10.0,12.352941176470589,13.0,13.0,9.0,False,False
55.0,1261.0,2.0,2.0,1.0,1207.0,52.0,38.0,45.85454545454545,46.0,46.0,27.0,False,False
42.0,716.0,2.0,1.0,1.0,675.0,41.0,28.0,34.095238095238095,34.0,34.0,22.0,False,False
88.0,485.0,4.0,3.0,1.0,398.0,19.0,4.0,11.022727272727273,11.0,9.0,7.0,False,False
29.0,333.0,2.0,2.0,1.0,305.0,26.0,17.0,22.96551724137931,23.0,23.0,14.0,False,False
98.0,2291.0,2.0,2.0,1.0,2194.0,59.0,32.0,46.755102040816325,47.0,48.0,21.0,False,False
14.0,29.0,3.0,2.0,1.0,16.0,6.0,3.0,4.142857142857143,4.0,4.0,4.0,False,False
68.0,1208.0,2.0,2.0,1.0,1141.0,46.0,26.0,35.529411764705884,36.0,38.0,16.0,False,False
40.0,117.0,4.0,3.0,1.0,78.0,11.0,2.0,5.85,6.0,4.0,5.0,False,False
32.0,481.0,2.0,1.0,1.0,450.0,31.0,29.0,30.0625,30.0,30.0,24.0,False,False
64.0,258.0,4.0,3.0,1.0,195.0,14.0,3.0,8.0625,8.0,8.0,6.0,False,False
6.0,13.0,2.0,1.0,1.0,8.0,5.0,3.0,4.333333333333333,5.0,5.0,5.0,False,False
59.0,1522.0,2.0,1.0,1.0,1464.0,58.0,46.0,51.59322033898305,52.0,51.0,29.0,False,False
35.0,62.0,,,2.0,29.0,8.0,0.0,3.5428571428571427,3.0,2.0,5.0,False,False
58.0,1198.0,2.0,2.0,1.0,1141.0,50.0,34.0,41.310344827586206,41.0,41.0,22.0,False,False
35.0,318.0,2.0,2.0,1.0,284.0,27.0,10.0,18.17142857142857,18.0,19.0,11.0,False,False
77.0,2298.0,2.0,2.0,1.0,2222.0,66.0,49.0,59.688311688311686,60.0,62.0,30.0,False,False
37.0,514.0,2.0,2.0,1.0,478.0,32.0,24.0,27.783783783783782,27.0,26.0,17.0,False,False
95.0,2333.0,2.0,2.0,1.0,2239.0,62.0,35.0,49.11578947368421,49.0,45.0,22.0,False,False
84.0,137.0,,,3.0,56.0,8.0,0.0,3.261904761904762,3.0,3.0,4.0,False,False
88.0,1004.0,3.0,2.0,1.0,917.0,31.0,13.0,22.818181818181817,23.0,23.0,12.0,False,False
33.0,297.0,2.0,2.0,1.0,265.0,23.0,13.0,18.0,18.0,15.0,11.0,False,False
25.0,223.0,2.0,2.0,1.0,199.0,21.0,15.0,17.84,18.0,19.0,11.0,False,False
32.0,104.0,4.0,2.0,1.0,73.0,14.0,2.0,6.5,6.0,6.0,6.0,False,False
23.0,223.0,2.0,1.0,1.0,201.0,22.0,16.0,19.391304347826086,20.0,20.0,13.0,False,False
57.0,1374.0,2.0,2.0,1.0,1318.0,52.0,43.0,48.21052631578947,48.0,49.0,27.0,False,False
39.0,219.0,3.0,2.0,1.0,181.0,16.0,6.0,11.23076923076923,11.0,11.0,8.0,False,False
38.0,291.0,3.0,2.0,1.0,254.0,23.0,9.0,15.31578947368421,16.0,17.0,11.0,False,False
82.0,1663.0,2.0,2.0,1.0,1582.0,49.0,28.0,40.5609756097561,40.0,39.0,17.0,False,False
23.0,127.0,2.0,2.0,1.0,105.0,17.0,5.0,11.043478260869565,11.0,11.0,7.0,False,False
22.0,100.0,3.0,2.0,1.0,79.0,14.0,5.0,9.090909090909092,10.0,10.0,8.0,False,False
71.0,263.0,4.0,3.0,1.0,193.0,13.0,2.0,7.408450704225352,7.0,9.0,6.0,False,False
78.0,2945.0,2.0,1.0,1.0,2868.0,77.0,72.0,75.51282051282051,76.0,75.0,51.0,False,False
83.0,844.0,3.0,2.0,1.0,762.0,33.0,11.0,20.337349397590362,20.0,18.0,11.0,False,False
97.0,568.0,3.0,3.0,1.0,472.0,20.0,5.0,11.711340206185566,12.0,13.0,8.0,False,False
37.0,66.0,,,3.0,32.0,6.0,0.0,3.5675675675675675,4.0,4.0,5.0,False,False
10.0,44.0,2.0,1.0,1.0,35.0,9.0,8.0,8.8,9.0,9.0,9.0,False,False
18.0,114.0,2.0,2.0,1.0,97.0,15.0,11.0,12.666666666666666,12.0,12.0,9.0,False,False
34.0,526.0,2.0,1.0,1.0,493.0,33.0,27.0,30.941176470588236,31.0,32.0,21.0,False,False
58.0,733.0,2.0,2.0,1.0,676.0,33.0,15.0,25.275862068965516,26.0,28.0,13.0,False,False
79.0,1891.0,2.0,2.0,1.0,1813.0,58.0,38.0,47.87341772151899,48.0,45.0,22.0,False,False
46.0,773.0,2.0,2.0,1.0,728.0,40.0,29.0,33.608695652173914,33.0,32.0,17.0,False,False
44.0,634.0,2.0,2.0,1.0,591.0,37.0,21.0,28.818181818181817,29.0,29.0,16.0,False,False
96.0,2130.0,2.0,2.0,1.0,2035.0,56.0,31.0,44.375,44.0,44.0,19.0,False,False
61.0,235.0,4.0,3.0,1.0,175.0,15.0,2.0,7.704918032786885,7.0,7.0,6.0,False,False
57.0,109.0,,,3.0,55.0,8.0,0.0,3.824561403508772,4.0,2.0,4.0,False,False
56.0,1306.0,2.0,2.0,1.0,1251.0,52.0,37.0,46.642857142857146,47.0,47.0,25.0,False,False
61.0,1164.0,2.0,2.0,1.0,1104.0,46.0,30.0,38.16393442622951,38.0,37.0,19.0,False,False
99.0,4848.0,2.0,1.0,1.0,4750.0,98.0,97.0,97.93939393939394,98.0,98.0,96.0,False,False
56.0,605.0,2.0,2.0,1.0,550.0,29.0,13.0,21.607142857142858,22.0,24.0,13.0,False,False
91.0,1276.0,2.0,2.0,1.0,1186.0,39.0,15.0,28.043956043956044,28.0,26.0,13.0,False,False
93.0,1358.0,3.0,2.0,1.0,1266.0,38.0,16.0,29.204301075268816,29.0,28.0,15.0,False,False
56.0,978.0,2.0,2.0,1.0,923.0,42.0,26.0,34.92857142857143,35.0,37.0,17.0,False,False
66.0,1163.0,2.0,2.0,1.0,1098.0,47.0,27.0,35.24242424242424,35.0,34.0,17.0,False,False
57.0,874.0,2.0,2.0,1.0,818.0,40.0,23.0,30.666666666666668,31.0,33.0,16.0,False,False
79.0,2611.0,2.0,2.0,1.0,2533.0,71.0,56.0,66.10126582278481,67.0,68.0,33.0,False,False
54.0,1388.0,2.0,1.0,1.0,1335.0,53.0,49.0,51.407407407407405,51.0,52.0,35.0,False,False
34.0,316.0,2.0,2.0,1.0,283.0,27.0,12.0,18.58823529411765,19.0,21.0,12.0,False,False
64.0,1479.0,2.0,2.0,1.0,1416.0,52.0,35.0,46.21875,47.0,47.0,24.0,False,False
33.0,71.0,6.0,3.0,1.0,39.0,9.0,1.0,4.303030303030303,4.0,4.0,4.0,False,False
35.0,536.0,2.0,2.0,1.0,502.0,33.0,28.0,30.62857142857143,30.0,30.0,21.0,False,False
91.0,1278.0,3.0,2.0,1.0,1188.0,39.0,17.0,28.087912087912088,28.0,31.0,13.0,False,False
54.0,960.0,2.0,2.0,1.0,907.0,43.0,27.0,35.55555555555556,36.0,33.0,17.0,False,False
93.0,1420.0,2.0,2.0,1.0,1328.0,40.0,17.0,30.537634408602152,30.0,29.0,15.0,False,False
88.0,3393.0,2.0,2.0,1.0,3306.0,84.0,70.0,77.11363636363636,77.0,78.0,41.0,False,False
73.0,1947.0,2.0,2.0,1.0,1875.0,62.0,43.0,53.342465753424655,54.0,54.0,25.0,False,False
73.0,293.0,4.0,3.0,1.0,221.0,14.0,3.0,8.027397260273972,8.0,8.0,6.0,False,False
22.0,61.0,3.0,2.0,1.0,40.0,9.0,3.0,5.545454545454546,5.0,4.0,5.0,False,False
58.0,780.0,2.0,2.0,1.0,723.0,36.0,19.0,26.896551724137932,27.0,30.0,13.0,False,False
20.0,39.0,4.0,3.0,1.0,20.0,6.0,1.0,3.9,4.0,5.0,5.0,False,False
100.0,2528.0,2.0,2.0,1.0,2429.0,64.0,38.0,50.56,51.0,52.0,23.0,False,False
40.0,738.0,2.0,1.0,1.0,699.0,39.0,34.0,36.9,37.0,38.0,25.0,False,False
64.0,1250.0,2.0,2.0,1.0,1187.0,48.0,31.0,39.0625,39.0,39.0,19.0,False,False
27.0,351.0,1.0,1.0,1.0,325.0,26.0,26.0,26.0,26.0,26.0,27.0,False,True
48.0,526.0,2.0,2.0,1.0,479.0,29.0,16.0,21.916666666666668,22.0,23.0,11.0,False,False
43.0,118.0,4.0,3.0,1.0,76.0,11.0,2.0,5.488372093023256,5.0,5.0,5.0,False,False
49.0,108.0,,,3.0,62.0,10.0,0.0,4.408163265306122,4.0,5.0,4.0,False,False
77.0,1144.0,2.0,2.0,1.0,1068.0,43.0,21.0,29.714285714285715,29.0,29.0,14.0,False,False
87.0,1677.0,2.0,2.0,1.0,1591.0,49.0,29.0,38.55172413793103,39.0,39.0,18.0,False,False
53.0,107.0,,,2.0,56.0,8.0,0.0,4.037735849056604,4.0,3.0,5.0,False,False
11.0,50.0,2.0,1.0,1.0,40.0,10.0,6.0,9.090909090909092,9.0,10.0,9.0,False,False
91.0,1279.0,2.0,2.0,1.0,1189.0,38.0,18.0,28.10989010989011,28.0,29.0,14.0,False,False
72.0,900.0,3.0,2.0,1.0,829.0,36.0,16.0,25.0,25.0,26.0,13.0,False,False
48.0,994.0,2.0,1.0,1.0,947.0,47.0,37.0,41.416666666666664,42.0,42.0,23.0,False,False
73.0,1685.0,2.0,2.0,1.0,1613.0,54.0,38.0,46.16438356164384,46.0,45.0,23.0,False,False
64.0,1653.0,2.0,2.0,1.0,1590.0,57.0,46.0,51.65625,52.0,53.0,27.0,False,False
44.0,533.0,2.0,2.0,1.0,490.0,30.0,16.0,24.227272727272727,24.0,22.0,13.0,False,False
57.0,1526.0,2.0,1.0,1.0,1470.0,56.0,49.0,53.54385964912281,54.0,54.0,36.0,False,False
96.0,2423.0,2.0,2.0,1.0,2328.0,63.0,39.0,50.479166666666664,50.0,49.0,21.0,False,False
95.0,3470.0,2.0,2.0,1.0,3376.0,81.0,55.0,73.05263157894737,74.0,75.0,35.0,False,False
83.0,2936.0,2.0,2.0,1.0,2854.0,78.0,64.0,70.74698795180723,71.0,74.0,35.0,False,False
52.0,749.0,2.0,2.0,1.0,698.0,36.0,20.0,28.807692307692307,29.0,28.0,16.0,False,False
79.0,561.0,3.0,2.0,1.0,483.0,22.0,2.0,14.20253164556962,14.0,16.0,10.0,False,False
58.0,1080.0,2.0,2.0,1.0,1023.0,46.0,30.0,37.241379310344826,37.0,37.0,18.0,False,False
78.0,2768.0,2.0,2.0,1.0,2691.0,76.0,63.0,70.97435897435898,72.0,72.0,40.0,False,False
91.0,263.0,5.0,4.0,1.0,173.0,13.0,1.0,5.78021978021978,5.0,5.0,6.0,False,False
74.0,1713.0,2.0,2.0,1.0,1640.0,56.0,35.0,46.2972972972973,46.0,46.0,21.0,False,False
86.0,2391.0,2.0,2.0,1.0,2306.0,68.0,48.0,55.604651162790695,56.0,56.0,25.0,False,False
87.0,418.0,4.0,3.0,1.0,332.0,15.0,4.0,9.60919540229885,10.0,9.0,7.0,False,False
43.0,784.0,2.0,2.0,1.0,742.0,41.0,33.0,36.46511627906977,36.0,35.0,22.0,False,False
49.0,1136.0,2.0,1.0,1.0,1088.0,48.0,41.0,46.36734693877551,47.0,47.0,33.0,False,False
72.0,131.0,,,4.0,63.0,8.0,0.0,3.638888888888889,4.0,3.0,4.0,False,False
95.0,2566.0,2.0,2.0,1.0,2472.0,66.0,41.0,54.02105263157895,53.0,52.0,24.0,False,False
84.0,2369.0,2.0,2.0,1.0,2286.0,64.0,45.0,56.404761904761905,57.0,59.0,25.0,False,False
10.0,27.0,2.0,2.0,1.0,18.0,8.0,3.0,5.4,6.0,6.0,5.0,False,False
100.0,3853.0,2.0,2.0,1.0,3754.0,89.0,64.0,77.06,77.0,78.0,35.0,False,False
62.0,270.0,4.0,2.0,1.0,209.0,20.0,3.0,8.709677419354838,9.0,9.0,8.0,False,False
70.0,243.0,4.0,3.0,1.0,174.0,12.0,2.0,6.942857142857143,7.0,6.0,6.0,False,False
22.0,113.0,2.0,2.0,1.0,92.0,14.0,6.0,10.272727272727273,10.0,10.0,7.0,False,False
70.0,1604.0,2.0,2.0,1.0,1535.0,56.0,37.0,45.82857142857143,46.0,48.0,24.0,False,False
62.0,517.0,3.0,2.0,1.0,456.0,24.0,5.0,16.677419354838708,17.0,17.0,10.0,False,False
24.0,259.0,2.0,1.0,1.0,236.0,23.0,20.0,21.583333333333332,22.0,22.0,16.0,False,False
62.0,1307.0,2.0,2.0,1.0,1246.0,50.0,34.0,42.16129032258065,42.0,45.0,21.0,False,False
65.0,288.0,4.0,3.0,1.0,224.0,13.0,4.0,8.861538461538462,9.0,11.0,6.0,False,False
62.0,1168.0,2.0,2.0,1.0,1107.0,45.0,27.0,37.67741935483871,38.0,37.0,19.0,False,False
14.0,82.0,2.0,1.0,1.0,69.0,13.0,10.0,11.714285714285714,12.0,11.0,10.0,False,False
46.0,861.0,2.0,2.0,1.0,816.0,41.0,32.0,37.43478260869565,38.0,40.0,20.0,False,False
77.0,2409.0,2.0,2.0,1.0,2333.0,68.0,54.0,62.57142857142857,63.0,60.0,31.0,False,False
68.0,1749.0,2.0,2.0,1.0,1682.0,61.0,39.0,51.44117647058823,51.0,51.0,25.0,False,False
59.0,1325.0,2.0,2.0,1.0,1267.0,50.0,37.0,44.91525423728814,45.0,44.0,25.0,False,False
27.0,333.0,2.0,1.0,1.0,307.0,26.0,22.0,24.666666666666668,25.0,25.0,21.0,False,False
94.0,87.0,,,21.0,14.0,7.0,0.0,1.851063829787234,2.0,1.0,4.0,False,False
64.0,901.0,2.0,2.0,1.0,838.0,40.0,19.0,28.15625,28.0,28.0,14.0,False,False
79.0,2221.0,2.0,2.0,1.0,2143.0,68.0,44.0,56.22784810126582,57.0,57.0,26.0,False,False
91.0,1455.0,2.0,2.0,1.0,1365.0,43.0,22.0,31.978021978021978,32.0,34.0,16.0,False,False
79.0,522.0,3.0,2.0,1.0,444.0,24.0,5.0,13.215189873417721,13.0,13.0,9.0,False,False
54.0,377.0,3.0,2.0,1.0,324.0,22.0,6.0,13.962962962962964,14.0,13.0,9.0,False,False
71.0,1062.0,2.0,2.0,1.0,992.0,37.0,19.0,29.91549295774648,30.0,31.0,14.0,False,False
28.0,49.0,,,2.0,23.0,8.0,0.0,3.5,3.0,3.0,5.0,False,False
93.0,1475.0,2.0,2.0,1.0,1383.0,46.0,23.0,31.72043010752688,31.0,29.0,15.0,False,False
93.0,3850.0,2.0,2.0,1.0,3758.0,89.0,75.0,82.79569892473118,83.0,83.0,44.0,False,False
21.0,63.0,3.0,2.0,1.0,43.0,10.0,3.0,6.0,6.0,5.0,5.0,False,False
13.0,74.0,2.0,1.0,1.0,62.0,12.0,10.0,11.384615384615385,12.0,12.0,11.0,False,False
21.0,125.0,2.0,2.0,1.0,105.0,17.0,9.0,11.904761904761905,12.0,13.0,8.0,False,False
62.0,1367.0,2.0,2.0,1.0,1306.0,54.0,35.0,44.096774193548384,44.0,44.0,20.0,False,False
60.0,1152.0,2.0,2.0,1.0,1093.0,46.0,32.0,38.4,38.0,41.0,20.0,False,False
42.0,140.0,4.0,3.0,1.0,99.0,11.0,2.0,6.666666666666667,7.0,6.0,6.0,False,False
71.0,948.0,2.0,2.0,1.0,878.0,37.0,15.0,26.704225352112676,26.0,28.0,13.0,False,False
95.0,2925.0,2.0,2.0,1.0,2831.0,72.0,49.0,61.578947368421055,62.0,62.0,27.0,False,False
47.0,683.0,2.0,2.0,1.0,637.0,34.0,23.0,29.06382978723404,29.0,27.0,15.0,False,False
19.0,142.0,2.0,1.0,1.0,124.0,18.0,12.0,14.947368421052632,15.0,15.0,11.0,False,False
54.0,647.0,2.0,2.0,1.0,594.0,33.0,15.0,23.962962962962962,25.0,27.0,12.0,False,False
83.0,334.0,4.0,3.0,1.0,252.0,18.0,1.0,8.048192771084338,8.0,7.0,6.0,False,False
24.0,185.0,2.0,2.0,1.0,162.0,19.0,10.0,15.416666666666666,16.0,17.0,10.0,False,False
70.0,2113.0,2.0,2.0,1.0,2044.0,67.0,53.0,60.371428571428574,61.0,61.0,33.0,False,False
47.0,954.0,2.0,2.0,1.0,908.0,45.0,37.0,40.59574468085106,41.0,39.0,24.0,False,False
51.0,946.0,2.0,2.0,1.0,896.0,41.0,31.0,37.09803921568628,38.0,38.0,17.0,False,False
89.0,3694.0,2.0,2.0,1.0,3606.0,86.0,77.0,83.01123595505618,83.0,84.0,51.0,False,False
51.0,1147.0,2.0,2.0,1.0,1097.0,49.0,41.0,44.98039215686274,45.0,44.0,29.0,False,False
78.0,2508.0,2.0,2.0,1.0,2431.0,72.0,57.0,64.3076923076923,64.0,63.0,33.0,False,False
12.0,42.0,2.0,2.0,1.0,31.0,9.0,5.0,7.0,7.0,7.0,5.0,False,False
54.0,491.0,2.0,2.0,1.0,438.0,28.0,10.0,18.185185185185187,18.0,16.0,10.0,False,False
100.0,2157.0,2.0,2.0,1.0,2058.0,59.0,29.0,43.14,44.0,47.0,19.0,False,False
14.0,85.0,2.0,1.0,1.0,72.0,13.0,10.0,12.142857142857142,12.0,13.0,11.0,False,False
30.0,155.0,3.0,2.0,1.0,126.0,15.0,5.0,10.333333333333334,11.0,11.0,6.0,False,False
74.0,2628.0,2.0,1.0,1.0,2555.0,73.0,68.0,71.02702702702703,71.0,72.0,50.0,False,False
66.0,1043.0,2.0,2.0,1.0,978.0,44.0,21.0,31.606060606060606,32.0,33.0,14.0,False,False
36.0,622.0,2.0,1.0,1.0,587.0,35.0,33.0,34.55555555555556,35.0,35.0,30.0,False,False
11.0,34.0,2.0,2.0,1.0,24.0,8.0,3.0,6.181818181818182,6.0,6.0,5.0,False,False
42.0,699.0,2.0,2.0,1.0,658.0,39.0,30.0,33.285714285714285,33.0,33.0,19.0,False,False
39.0,320.0,3.0,2.0,1.0,282.0,23.0,10.0,16.41025641025641,16.0,16.0,9.0,False,False
96.0,166.0,,,3.0,73.0,7.0,0.0,3.4583333333333335,3.0,3.0,4.0,False,False
41.0,289.0,3.0,2.0,1.0,249.0,19.0,7.0,14.097560975609756,15.0,16.0,10.0,False,False
71.0,1705.0,2.0,2.0,1.0,1635.0,57.0,38.0,48.028169014084504,49.0,49.0,22.0,False,False
78.0,1708.0,2.0,2.0,1.0,1631.0,59.0,37.0,43.794871794871796,43.0,42.0,19.0,False,False
61.0,1526.0,2.0,2.0,1.0,1466.0,56.0,44.0,50.032786885245905,50.0,50.0,27.0,False,False
29.0,294.0,2.0,2.0,1.0,266.0,24.0,17.0,20.275862068965516,20.0,18.0,11.0,False,False
96.0,1446.0,2.0,2.0,1.0,1351.0,40.0,20.0,30.125,29.0,28.0,13.0,False,False
20.0,110.0,2.0,2.0,1.0,91.0,16.0,6.0,11.0,10.0,10.0,9.0,False,False
50.0,472.0,3.0,2.0,1.0,423.0,26.0,10.0,18.88,19.0,20.0,12.0,False,False
96.0,125.0,,,12.0,41.0,8.0,0.0,2.6041666666666665,3.0,3.0,4.0,False,False
17.0,73.0,2.0,2.0,1.0,57.0,12.0,4.0,8.588235294117647,9.0,7.0,6.0,False,False
84.0,1771.0,2.0,2.0,1.0,1688.0,52.0,33.0,42.166666666666664,43.0,44.0,18.0,False,False
20.0,126.0,2.0,2.0,1.0,107.0,17.0,6.0,12.6,13.0,12.0,9.0,False,False
62.0,1113.0,2.0,2.0,1.0,1052.0,43.0,27.0,35.903225806451616,36.0,32.0,17.0,False,False
76.0,1741.0,2.0,2.0,1.0,1666.0,57.0,36.0,45.81578947368421,46.0,45.0,22.0,False,False
46.0,362.0,3.0,2.0,1.0,317.0,21.0,10.0,15.73913043478261,16.0,16.0,9.0,False,False
77.0,2721.0,2.0,1.0,1.0,2645.0,76.0,65.0,70.67532467532467,71.0,71.0,41.0,False,False
46.0,177.0,3.0,3.0,1.0,132.0,12.0,4.0,7.695652173913044,7.0,6.0,6.0,False,False
19.0,38.0,4.0,3.0,1.0,20.0,8.0,1.0,4.0,4.0,3.0,5.0,False,False
67.0,504.0,3.0,2.0,1.0,438.0,21.0,8.0,15.044776119402986,15.0,15.0,8.0,False,False
100.0,1166.0,3.0,2.0,1.0,1067.0,33.0,13.0,23.32,23.0,25.0,11.0,False,False
77.0,1695.0,2.0,2.0,1.0,1619.0,53.0,33.0,44.02597402597402,45.0,45.0,19.0,False,False
97.0,4133.0,2.0,2.0,1.0,4037.0,92.0,78.0,85.21649484536083,85.0,86.0,42.0,False,False
96.0,810.0,3.0,2.0,1.0,715.0,27.0,7.0,16.875,17.0,16.0,10.0,False,False
28.0,330.0,2.0,2.0,1.0,303.0,26.0,20.0,23.571428571428573,24.0,24.0,16.0,False,False
58.0,1403.0,2.0,2.0,1.0,1346.0,53.0,42.0,48.37931034482759,49.0,49.0,26.0,False,False
37.0,201.0,3.0,2.0,1.0,165.0,17.0,5.0,10.864864864864865,11.0,9.0,8.0,False,False
97.0,4492.0,2.0,1.0,1.0,4396.0,96.0,86.0,92.61855670103093,93.0,93.0,56.0,False,False
45.0,804.0,2.0,2.0,1.0,760.0,40.0,28.0,35.733333333333334,36.0,38.0,20.0,False,False
38.0,126.0,4.0,3.0,1.0,89.0,11.0,2.0,6.631578947368421,7.0,8.0,5.0,False,False
41.0,515.0,2.0,2.0,1.0,475.0,32.0,19.0,25.121951219512194,25.0,25.0,13.0,False,False
36.0,223.0,3.0,2.0,1.0,188.0,17.0,7.0,12.38888888888889,12.0,11.0,7.0,False,False
18.0,45.0,4.0,2.0,1.0,28.0,9.0,2.0,5.0,5.0,4.0,5.0,False,False
13.0,33.0,3.0,2.0,1.0,21.0,8.0,3.0,5.076923076923077,5.0,5.0,5.0,False,False
11.0,48.0,2.0,1.0,1.0,38.0,10.0,6.0,8.727272727272727,9.0,9.0,7.0,False,False
72.0,180.0,5.0,3.0,1.0,109.0,12.0,1.0,5.0,5.0,6.0,5.0,False,False
75.0,1229.0,2.0,2.0,1.0,1155.0,44.0,24.0,32.77333333333333,33.0,35.0,16.0,False,False
25.0,97.0,3.0,2.0,1.0,73.0,15.0,4.0,7.76,8.0,8.0,6.0,False,False
56.0,790.0,2.0,2.0,1.0,735.0,38.0,16.0,28.214285714285715,29.0,29.0,13.0,False,False
74.0,256.0,4.0,3.0,1.0,183.0,12.0,2.0,6.918918918918919,7.0,8.0,6.0,False,False
66.0,1938.0,2.0,2.0,1.0,1873.0,64.0,53.0,58.72727272727273,59.0,58.0,36.0,False,False
82.0,421.0,3.0,3.0,1.0,340.0,20.0,5.0,10.268292682926829,10.0,9.0,7.0,False,False
46.0,801.0,2.0,2.0,1.0,756.0,43.0,28.0,34.82608695652174,35.0,32.0,19.0,False,False
90.0,1029.0,3.0,2.0,1.0,940.0,34.0,17.0,22.866666666666667,23.0,24.0,13.0,False,False
78.0,297.0,4.0,3.0,1.0,220.0,15.0,1.0,7.615384615384615,8.0,8.0,7.0,False,False
55.0,1410.0,2.0,1.0,1.0,1356.0,54.0,48.0,51.27272727272727,51.0,50.0,33.0,False,False
63.0,1838.0,2.0,1.0,1.0,1776.0,62.0,54.0,58.34920634920635,58.0,58.0,35.0,False,False
17.0,72.0,2.0,2.0,1.0,56.0,13.0,4.0,8.470588235294118,9.0,9.0,6.0,False,False
58.0,1138.0,2.0,2.0,1.0,1081.0,48.0,30.0,39.241379310344826,39.0,37.0,21.0,False,False
97.0,3297.0,2.0,2.0,1.0,3201.0,78.0,58.0,67.97938144329896,67.0,63.0,31.0,False,False
42.0,291.0,3.0,2.0,1.0,250.0,22.0,6.0,13.857142857142858,14.0,14.0,8.0,False,False
79.0,2810.0,2.0,2.0,1.0,2732.0,77.0,64.0,71.13924050632912,71.0,71.0,39.0,False,False
70.0,2098.0,2.0,2.0,1.0,2029.0,65.0,55.0,59.94285714285714,60.0,61.0,32.0,False,False
45.0,925.0,2.0,1.0,1.0,881.0,44.0,37.0,41.111111111111114,41.0,41.0,25.0,False,False
47.0,481.0,2.0,2.0,1.0,435.0,27.0,15.0,20.46808510638298,20.0,18.0,11.0,False,False
46.0,75.0,,,2.0,31.0,7.0,0.0,3.260869565217391,3.0,2.0,4.0,False,False
58.0,98.0,,,2.0,42.0,9.0,0.0,3.3793103448275863,3.0,2.0,5.0,False,False
23.0,98.0,3.0,2.0,1.0,76.0,13.0,4.0,8.521739130434783,9.0,11.0,7.0,False,False
86.0,2555.0,2.0,2.0,1.0,2470.0,71.0,50.0,59.41860465116279,59.0,63.0,27.0,False,False
